Unnamed: 0,title,year,genres,rating,plot,cast,director,countries,translated_plot,genres_vn,country_vn
183,U2: Rattle and Hum,1988,"['Documentary', 'Music']",7.6,A documentary of the Irish rock group U2 on their Fall 1987 tour of North America.,"['Bono', 'The Edge', 'Adam Clayton', 'Larry Mullen Jr.', 'B.B. King']",['Phil Joanou'],['United States'],Một bộ phim tài liệu về ban nhạc rock Ireland U2 trong chuyến lưu diễn mùa Thu năm 1987 của họ ở Bắc Mỹ.,"['Tài liệu', 'Âm nhạc']",['Hoa Kỳ']
184,Trouble in Paradise,1932,"['Comedy', 'Crime', 'Romance']",7.9,A gentleman thief and a lady pickpocket join forces to con a beautiful perfume company owner. Romantic entanglements and jealousies confuse the scheme.,"['Miriam Hopkins', 'Kay Francis', 'Herbert Marshall', 'Charles Ruggles', 'Edward Everett Horton']",['Ernst Lubitsch'],['United States'],Một tên trộm quý phái và một cô gái cắp tiền cùng hợp tác để lừa đảo chủ công ty nước hoa đẹp. Các tình cảm lãng mạn và những giận dữ lẫn nhau khiến kế hoạch trở nên phức tạp hơn.,"['Hài', 'Tội phạm', 'Lãng mạn']",['Hoa Kỳ']
185,The Thing from Another World,1951,"['Horror', 'Sci-Fi']",7.1,Scientists and American Air Force officials fend off a bloodthirsty alien organism while at a remote arctic outpost.,"['Margaret Sheridan', 'Kenneth Tobey', 'Robert Cornthwaite', 'Douglas Spencer', 'James Young']","['Christian Nyby', 'Howard Hawks']",['United States'],Các nhà khoa học và quan chức Không quân Mỹ chống lại một sinh vật ngoại xâm thèm máu ở một căn cứ lạnh giá cách xa.,"['Kinh dị', 'Khoa học viễn tưởng']",['Hoa Kỳ']
186,Father of the Bride,1950,"['Comedy', 'Drama', 'Romance']",7.1,"The father of a young woman deals with the emotional pain of her getting married, along with the financial and organizational trouble of arranging the wedding.","['Spencer Tracy', 'Joan Bennett', 'Elizabeth Taylor', 'Don Taylor', 'Billie Burke']",['Vincente Minnelli'],['United States'],"Cha của cô gái trẻ phải đối mặt với đau đớn cảm xúc của cô khi lấy chồng, cũng như những rắc rối về tài chính và tổ chức để chuẩn bị cho đám cưới.","['Hài', 'Chính kịch', 'Lãng mạn']",['Hoa Kỳ']
187,Wing Commander,1999,"['Action', 'Adventure', 'Sci-Fi']",4.3,"Blair, a fighter pilot, joins an interstellar war to fight the evil Kilrathi who are trying to destroy the universe.","['Freddie Prinze Jr.', 'Saffron Burrows', 'Matthew Lillard', 'Tchéky Karyo', 'Jürgen Prochnow']",['Chris Roberts'],"['Luxembourg', 'United States']",Tập đoàn phi công chiến đấu Blair tham gia vào một cuộc chiến tranh giữa các ngôi sao để đánh bại các kẻ ác Kilrathi đang cố gắng hủy diệt toàn vũ trụ.,"['Hành động', 'Phiêu lưu', 'Khoa học viễn tưởng']","['Luxembourg', 'Hoa Kỳ']"
188,"'night, Mother",1986,['Drama'],7.5,Mother and daughter Thelma and Jessie Cates spend a night together after Jessie reveals that she will kill herself by the end of it in this cinema adaptation of Marsha Norman's Pulitzer prize-winning Broadway play.,"['Sissy Spacek', 'Anne Bancroft', 'Ed Berke', 'Carol Robbins', 'Jennifer Roosendahl']",['Tom Moore'],['United States'],Mẹ và con gái Thelma và Jessie Cates dành một đêm bên nhau sau khi Jessie tiết lộ rằng cô sẽ tự sát vào cuối nó trong bản chuyển thể phim của vở kịch sân khấu Pulitzer chiến thắng của Marsha Norman.,['Chính kịch'],['Hoa Kỳ']
189,The Faculty,1998,"['Horror', 'Mystery', 'Sci-Fi']",6.6,"When Casey Connor, Herrington High School's newspaper photographer, witnesses the murder of a nurse and sees her alive again, he decides to investigate the bizarre happenings.","['Jordana Brewster', 'Clea DuVall', 'Laura Harris', 'Josh Hartnett', 'Shawn Hatosy']",['Robert Rodriguez'],"['United States', 'Mexico']","Khi Casey Connor, học sinh trung học Herrington báo chí nhiếp ảnh chứng kiến vụ giết một nữ y tá và thấy cô ấy sống lại, anh quyết định điều tra những việc kỳ lạ xảy ra.","['Kinh dị', 'Bí ẩn', 'Khoa học viễn tưởng']","['Hoa Kỳ', 'Mexico']"
190,Needful Things,1993,"['Crime', 'Drama', 'Fantasy', 'Horror', 'Thriller']",6.3,"A mysterious new shop opens in a small town which always seems to stock the deepest desires of each shopper, with a price far heavier than expected.","['Max von Sydow', 'Ed Harris', 'Bonnie Bedelia', 'Amanda Plummer', 'J.T. Walsh']",['Fraser C. Heston'],"['United States', 'Canada']","Một cửa hàng bí ẩn mới mở tại một thị trấn nhỏ luôn chứa đựng những mong muốn sâu sắc nhất của mỗi khách hàng, với giá có thể nặng nề hơn sự kỳ vọng.","['Tội phạm', 'Chính kịch', 'Giả tưởng', 'Kinh dị', 'Giật gân']","['Hoa Kỳ', 'Canada']"
191,He Got Game,1998,"['Drama', 'Sport']",6.9,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,"['Denzel Washington', 'Ray Allen', 'Milla Jovovich', 'Rosario Dawson', 'Hill Harper']",['Spike Lee'],['United States'],Một cầu thủ bóng rổ phải cố gắng thuyết phục cha mình đi học đại học để giảm hình phạt.,"['Chính kịch', 'Thể thao']",['Hoa Kỳ']
192,Drowning Mona,2000,"['Comedy', 'Crime', 'Mystery']",5.7,"When a woman drives a car into the river to her death, everyone in town becomes a suspect.","['Danny DeVito', 'Bette Midler', 'Neve Campbell', 'Jamie Lee Curtis', 'Casey Affleck']",['Nick Gomez'],['United States'],"Khi một người phụ nữ lái xe vào sông đến cái chết của mình, mọi người ở thị trấn đều trở thành nghi phạm.","['Hài', 'Tội phạm', 'Bí ẩn']",['Hoa Kỳ']
193,Patton,1970,"['Biography', 'Drama', 'War']",7.9,The World War II phase of the career of controversial American general George S. Patton.,"['George C. Scott', 'Karl Malden', 'Stephen Young', 'Michael Strong', 'Carey Loftin']",['Franklin J. Schaffner'],['United States'],Phần cuộc đời của Tướng Mỹ George S. Patton trong Thế chiến thứ hai,"['Tiểu sử', 'Chính kịch', 'Chiến tranh']",['Hoa Kỳ']
194,Scream,1996,"['Horror', 'Mystery']",7.4,"A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game.","['Drew Barrymore', 'Roger Jackson', 'Kevin Patrick Walls', 'David Booth', 'Carla Hatley']",['Wes Craven'],['United States'],"Một năm sau khi mẹ cô bị giết hại, một cô gái teenager bị ám ảnh bởi một kẻ giết người đeo mặt nạ, người nhắm vào cô và bạn bè của cô bằng cách sử dụng các bộ phim kinh dị như một phần của trò chơi chết chóc.","['Kinh dị', 'Bí ẩn']",['Hoa Kỳ']
195,Arachnophobia,1990,"['Comedy', 'Horror', 'Thriller']",6.5,"A new species of South American killer spider hitches a lift to a California town in a coffin and starts to breed, leaving a trail of deaths that puzzle and terrify young Dr. Ross Jennings, who is newly arrived in town with his family.","['Jeff Daniels', 'Harley Jane Kozak', 'John Goodman', 'Julian Sands', 'Stuart Pankin']",['Frank Marshall'],"['United States', 'Venezuela']","Một loài nhện giết người mới từ Nam Mỹ đã trôi dạt đến một thị trấn ở bang California bên trong một chiếc quan tài và bắt đầu sinh sản, để lại một loạt cái chết làm cho nhà nghiên cứu trẻ Ross Jennings mới tới thị trấn với gia đình bối rối và kinh hoàng.","['Hài', 'Kinh dị', 'Giật gân']","['Hoa Kỳ', 'Venezuela']"
196,Foxfire,1996,"['Drama', 'Romance']",6.1,"Legs Sadovsky gets four other high school girls to think for themselves and react to a teacher's sexual harassment, which gets them suspended. They bond, and rebel, at an abandoned house.","['Hedy Burress', 'Angelina Jolie', 'Jenny Lewis', 'Jenny Shimizu', 'Sarah Rosenberg']",['Annette Haywood-Carter'],['United States'],"Legs Sadovsky thuyết phục bốn cô gái học sinh khác phản đối sự cưỡng bức tình dục của giáo viên, dẫn đến họ bị đình chỉ. Họ kết nối và nổi loạn tại một ngôi nhà bỏ hoang.","['Chính kịch', 'Lãng mạn']",['Hoa Kỳ']
197,Plunkett & Macleane,1999,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama']",6.3,"Two robbers are persecuted by the law, whose servants are not much better and even worse.","['Jonny Lee Miller', 'Iain Robertson', 'Robert Carlyle', 'Ken Stott', 'Liv Tyler']",['Jake Scott'],['United Kingdom'],"Hai kẻ cướp bị truy nã bởi luật pháp, những người hầu của họ cũng không phải tốt hơn, thậm chí còn tồi tệ hơn.","['Hành động', 'Phiêu lưu', 'Hài', 'Tội phạm', 'Chính kịch']",['Vương quốc Anh']
198,Twin Dragons,1992,"['Action', 'Comedy']",6.4,"Identical twins are separated at birth, one becoming a streetwise mechanic, and the other an acclaimed classical concert conductor. Finally meeting in adulthood, they each become mistaken for the other and entangled in each other's world.","['Jackie Chan', 'Maggie Cheung', 'Teddy Robin Kwan', 'James Wong', 'Sylvia Chang']","['Tsui Hark', 'Ringo Lam']",['Hong Kong'],"Đôi song sinh tách rời nhau từ khi còn nhỏ tuổi, một người trở thành một thợ máy đường phố khôn ngoan, và người kia là một nhà cầm hơi cổ điển được công nhận. Cuối cùng gặp nhau vào tuổi trưởng thành, họ từng bị lẫn lộn và mắc kẹt trong thế giới của người kia.","['Hành động', 'Hài']",['Hồng Kông']
199,Lulu on the Bridge,1998,"['Drama', 'Music', 'Mystery', 'Romance']",6.2,A famous jazz saxophonist's life is forever changed after he is accidentally shot.,"['Harvey Keitel', 'Richard Edson', 'Don Byron', 'Kevin Corrigan', 'Mira Sorvino']",['Paul Auster'],"['United Kingdom', 'United States']",Cuộc đời của một nghệ sĩ chơi sáo jazz nổi tiếng đã thay đổi vĩnh viễn sau khi anh ta bị bắn nhầm.,"['Chính kịch', 'Âm nhạc', 'Bí ẩn', 'Lãng mạn']","['Vương quốc Anh', 'Hoa Kỳ']"
200,The Very Thought of You,1998,"['Comedy', 'Romance']",6.4,"Three childhood friends separately fall for cute American Martha, and within three days of her arrival at a London airport, their friendship is at risk.","['Monica Potter', 'Rufus Sewell', 'Tom Hollander', 'Joseph Fiennes', 'Ray Winstone']",['Nick Hamm'],['United Kingdom'],"Ba người bạn thân từ nhỏ từng bị vấp phải nhau vì tình yêu chung với Martha người Mỹ dễ thương, và trong vòng ba ngày sau khi cô đến sân bay ở Luân Đôn, tình bạn của họ đang có nguy cơ tan vỡ.","['Hài', 'Lãng mạn']",['Vương quốc Anh']
201,House Party 2,1991,"['Comedy', 'Drama', 'Music']",5.3,"When Kid's college money is stolen by a crooked music promoter, Play's solution is to stage the 'mutha' of all pajama parties. Starring Kid 'n Play and Martin Lawrence.","['Christopher Reid', 'Christopher Martin', 'Martin Lawrence', 'Bowlegged Lou', 'Paul Anthony']","['George Jackson', 'Doug McHenry']",['United States'],"Khi tiền học đại học củaKid bị đánh cắp bởi một nhà quảng bá âm nhạc gian trá, giải pháp của Play là tổ chức một bữa tiệc pyjamas 'mẹo' nhất.","['Hài', 'Chính kịch', 'Âm nhạc']",['Hoa Kỳ']
202,Mutiny on the Bounty,1935,"['Adventure', 'Biography', 'Drama', 'History', 'Romance']",7.6,"First mate Fletcher Christian leads a revolt against his sadistic commander, Captain Bligh, in this classic seafaring adventure, based on the real-life 1789 mutiny.","['Charles Laughton', 'Clark Gable', 'Franchot Tone', 'Herbert Mundin', 'Eddie Quillan']",['Frank Lloyd'],['United States'],"Hạm trưởng phụ tá Fletcher Christian lãnh đạo cuộc nổi loạn chống lại người chỉ huy tàn ác, Đại úy Bligh, trong cuộc phiêu lưu đi biển kinh điển này, dựa trên sự kiện nổi loạn thực tế năm 1789.","['Phiêu lưu', 'Tiểu sử', 'Chính kịch', 'Lịch sử', 'Lãng mạn']",['Hoa Kỳ']
203,"Happy, Texas",1999,"['Action', 'Comedy', 'Crime', 'Drama', 'Romance']",6.3,"3 prisoners escape. 2 end up in Happy, Texas, where they're mistaken for a gay couple expected there to help with the small girls beauty pageant. As the 2 are paid $1000, they decide to stay until the heat is gone.","['Jeremy Northam', 'Steve Zahn', 'William H. Macy', 'Ally Walker', 'Illeana Douglas']",['Mark Illsley'],['United States'],"Ba tù nhân trốn thoát.  Hai người trong số đó cuối cùng đã đến Happy, Texas, nơi họ bị nhầm lẫn là một cặp đồng tính được chợi đến để giúp với cuộc thi sắc đẹp của các cô bé. Vì được trả $1000 nên hai người quyết định ở lại cho đến khi nhiệt độ hạ xuống.","['Hành động', 'Hài', 'Tội phạm', 'Chính kịch', 'Lãng mạn']",['Hoa Kỳ']
204,The Conformist,1970,['Drama'],7.9,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.","['Jean-Louis Trintignant', 'Stefania Sandrelli', 'Gastone Moschin', 'Enzo Tarascio', 'Fosco Giachetti']",['Bernardo Bertolucci'],"['Italy', 'France', 'West Germany']","Một người đàn ông Italy yếu đuối trở thành một tay sai của Phát xít đi nước ngoài để sắp xếp ám sát giáo sư cũ của mình, hiện là một người bất đồng chính kiến.",['Chính kịch'],"['Ý', 'Pháp', 'Tây Đức']"
205,Chinese Box,1997,"['Drama', 'Romance']",6.2,"The story of Hong Kong, from New Year's Day to June 30th, 1997, when the British left their colony and turned it over to the People's Republic of China.","['Jeremy Irons', 'Maggie Cheung', 'Gong Li', 'Michael Hui', 'Emma Lucia']",['Wayne Wang'],"['France', 'Japan', 'United States']","Câu chuyện về Hồng Kông, từ ngày Giáng sinh đến ngày 30 tháng 6 năm 1997, khi Anh rời bỏ thuộc địa của mình và bàn giao nó cho Cộng hòa Nhân dân Trung Hoa.","['Chính kịch', 'Lãng mạn']","['Pháp', 'Nhật Bản', 'Hoa Kỳ']"
206,Shadowlands,1993,"['Biography', 'Drama', 'Romance']",7.3,"C.S. Lewis, a world-renowned Christian theologian, writer and professor, leads a passionless life until he meets spirited poet Joy Gresham from the U.S.","['Julian Fellowes', 'Roddy Maude-Roxby', 'Michael Denison', 'Andrew Seear', 'Tim McMullan']",['Richard Attenborough'],['United Kingdom'],"GS C.S.Lewis, một nhà thần học Kitô giáo nổi tiếng thế giới, là nhà văn và giáo sư, trước khi gặp nữ thi sĩ kiệt tác người Mỹ là Joy Gresham, cuộc sống của ông trở nên nhạt nhòa.","['Tiểu sử', 'Chính kịch', 'Lãng mạn']",['Vương quốc Anh']
207,The Doors,1991,"['Biography', 'Drama', 'Music']",7.2,"The story of the famous and influential 1960s rock band The Doors and its lead singer and composer, Jim Morrison, from his days as a UCLA film student in Los Angeles, to his untimely death in Paris, France at age 27 in 1971.","['Val Kilmer', 'Meg Ryan', 'Kyle MacLachlan', 'Frank Whaley', 'Kevin Dillon']",['Oliver Stone'],"['France', 'United States']","Câu chuyện về ban nhạc rock nổi tiếng và có ảnh hưởng của thập niên 60 The Doors và ca sĩ và nhà soạn nhạc chính Jim Morrison từ thời gian học tại Đại học UCLA ở Los Angeles, đến cái chết đột ngột của ông ở Paris, Pháp vào năm 1971 ở tuổi 27.","['Tiểu sử', 'Chính kịch', 'Âm nhạc']","['Pháp', 'Hoa Kỳ']"
208,Hellbound: Hellraiser II,1988,"['Horror', 'Thriller']",6.4,"Kirsty is brought to an institution after the horrible events of Hellraiser (1987), where the occult-obsessive head doctor resurrects Julia and unleashes the Cenobites and their demonic underworld.","['Clare Higgins', 'Ashley Laurence', 'Kenneth Cranham', 'Imogen Boorman', 'Sean Chapman']",['Tony Randel'],['United Kingdom'],"Kirsty bị đưa vào một cơ sở sau những sự kiện kinh hoàng của Hellraiser (1987), nơi bác sĩ đầu tiên kiên định với thuật đen đã tái sinh Julia và giải phóng các Cenobite và thế giới ma quỷ của họ.","['Kinh dị', 'Giật gân']",['Vương quốc Anh']
209,The Blue Lagoon,1980,"['Adventure', 'Drama', 'Romance']",5.8,"During the Victorian period, two preteen cousins are shipwrecked on a tropical island in the South Pacific and enjoy a simple life together until puberty complicates matters.","['Brooke Shields', 'Christopher Atkins', 'Leo McKern', 'William Daniels', 'Elva Josephson']",['Randal Kleiser'],['United States'],"Trong thời kỳ Victoria, hai cháu trai nhỏ tuổi là họ hàng ruột thịt được đắm tàu trên một hòn đảo nhiệt đới ở Thái Bình Dương và tận hưởng cuộc sống đơn giản cùng nhau cho đến khi thời kì dậy thì gây rắc rối.","['Phiêu lưu', 'Chính kịch', 'Lãng mạn']",['Hoa Kỳ']
210,The Sweet Hereafter,1997,['Drama'],7.4,"A bus crash in a small town brings a lawyer to defend the families, but he discovers everything isn't what it seems.","['Ian Holm', 'Caerthan Banks', 'Sarah Polley', 'Tom McCamus', 'Gabrielle Rose']",['Atom Egoyan'],['Canada'],"Một vụ tai nạn xe buýt tại một thị trấn nhỏ đưa luật sư đến để bảo vệ các gia đình, nhưng anh ấy phát hiện ra rằng mọi thứ không phải là như nó được cho là.",['Chính kịch'],['Canada']
211,Yojimbo,1961,"['Action', 'Drama', 'Thriller']",8.2,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,"['Toshirô Mifune', 'Tatsuya Nakadai', 'Yôko Tsukasa', 'Isuzu Yamada', 'Daisuke Katô']",['Akira Kurosawa'],['Japan'],Một Ronin thông minh đến một thị trấn bị chia cắt bởi hai băng cướp và quyết định chơi họ với nhau để giải phóng thị trấn.,"['Hành động', 'Chính kịch', 'Giật gân']",['Nhật Bản']
212,A Family Thing,1996,"['Comedy', 'Drama']",7.1,"When an old woman dies, she leaves a note for her apparent son (Robert Duvall) which tells him that his biological mother died giving birth to him. She begs him to make peace with his half-brother (James Earl Jones) living in Chicago.","['Robert Duvall', 'James Earl Jones', 'Michael Beach', 'Irma P. Hall', 'Grace Zabriskie']",['Richard Pearce'],['United States'],"Khi một phụ nữ già qua đời, bà để lại một lá thư cho con trai dường như của mình (Robert Duvall), trong đó bà nói rằng mẹ sinh ra anh đã chết khi mang thai anh. Bà kêu gọi anh tìm hòa bình với em ruột khác cha (James Earl Jones) đang sống ở Chicago.","['Hài', 'Chính kịch']",['Hoa Kỳ']
213,The Dark Crystal,1982,"['Adventure', 'Family', 'Fantasy']",7.1,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal, and to restore order to his world.","['Jim Henson', 'Kathryn Mullen', 'Frank Oz', 'Dave Goelz', 'Steve Whitmire']","['Jim Henson', 'Frank Oz']","['United Kingdom', 'United States']","Trên một hành tinh cách xa trong quá khứ, một người Gelfling bắt đầu một cuộc hành trình để tìm kiếm mảnh thiếu sót của một viên ngọc phép thuật, và để khôi phục trật tự cho thế giới của ông ta.","['Phiêu lưu', 'Gia đình', 'Giả tưởng']","['Vương quốc Anh', 'Hoa Kỳ']"
214,Bedknobs and Broomsticks,1971,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']",7.1,"An apprentice witch, three kids, and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II.","['Angela Lansbury', 'David Tomlinson', 'Roddy McDowall', 'Sam Jaffe', 'John Ericson']","['Robert Stevenson', 'Ward Kimball']",['United States'],"Một tà đồ trẻ, ba đứa trẻ và một phù thủy lừa đảo vô thần tìm kiếm thành phần đã mất trong phép thuật để sử dụng trong việc phòng thủ Anh trong Chiến tranh Thế giới II.","['Hoạt hình', 'Phiêu lưu', 'Hài', 'Gia đình', 'Giả tưởng', 'Nhạc kịch']",['Hoa Kỳ']
215,Mansfield Park,1999,"['Comedy', 'Drama', 'Romance']",7.0,"Fanny, born into a poor family, is sent away to live with wealthy uncle Sir Thomas, his wife and their four children, where she'll be brought up for a proper introduction to society.","['Hannah Taylor Gordon', 'Talya Gordon', 'Lindsay Duncan', 'Bruce Byron', 'James Purefoy']",['Patricia Rozema'],"['United Kingdom', 'United States']","Fanny sinh ra trong một gia đình nghèo khó, được gửi đến sống với ông chú giàu có Sir Thomas, vợ chồng ông và bốn đứa con của họ, nơi bà sẽ được giáo dục để biết cách thích nghi với xã hội cao cấp.","['Hài', 'Chính kịch', 'Lãng mạn']","['Vương quốc Anh', 'Hoa Kỳ']"
216,Safe Passage,1994,['Drama'],6.3,A mother with seven sons feels like she's losing control of her life and her family. But personal pain and a troubled marriage fade into the background as news comes that one of her sons might have died in an accident.,"['Susan Sarandon', 'Nick Stahl', 'Sam Shepard', 'Marcia Gay Harden', 'Robert Sean Leonard']",['Robert Allan Ackerman'],['United States'],Một người mẹ bảy con cảm thấy mình đang mất kiểm soát cuộc sống và gia đình của mình. Nhưng cơn đau cá nhân và hôn nhân đầy vấn đề trở nên mờ nhạt khi tin tức tiết lộ một trong những con trai của bà có thể đã chết trong tai nạn đó.,['Chính kịch'],['Hoa Kỳ']
217,Horror of Dracula,1958,"['Drama', 'Horror']",7.2,"When Jonathan Harker rouses the ire of Count Dracula for accepting a job at the vampire's castle under false pretenses, his friend Dr. Van Helsing pursues the predatory villain.","['Peter Cushing', 'Christopher Lee', 'Michael Gough', 'Melissa Stribling', 'Carol Marsh']",['Terence Fisher'],['United Kingdom'],"Khi Jonathan Harker làm tức bá tước Dracula vì chấp nhận một công việc tại lâu đài của người ma quỷ bằng những lý do gian dối, bạn bè của anh là bác sĩ Van Helsing truy bắt tội phạm này.","['Chính kịch', 'Kinh dị']",['Vương quốc Anh']
218,Urban Legends: Final Cut,2000,"['Horror', 'Mystery']",4.4,A film school is the center of a fresh spate of killings based on urban legends.,"['Jennifer Morrison', 'Matthew Davis', 'Hart Bochner', 'Loretta Devine', 'Joey Lawrence']",['John Ottman'],"['France', 'Canada', 'United States']",Một trường học điện ảnh là trung tâm của một loạt bạo lực mới dựa trên các truyền thuyết đô thị.,"['Kinh dị', 'Bí ẩn']","['Pháp', 'Canada', 'Hoa Kỳ']"
219,Freeway,1996,"['Crime', 'Drama', 'Thriller']",6.8,"A twisted take on ""Little Red Riding Hood"", with a teenage juvenile delinquent on the run from a social worker travelling to her grandmother's house and being hounded by a charming, but sadistic, serial killer and pedophile.","['Kiefer Sutherland', 'Reese Witherspoon', 'Bokeem Woodbine', 'Paul Perri', 'Robert Peters']",['Matthew Bright'],"['United States', 'France']","Một phiên bản biến tấu của ""Xe Đi Xe Lấy"" với một trộm cắp thanh niên trốn chạy khỏi người lao động xã hội đến nhà bà dì và bị theo dõi bởi một kẻ giết người hàng loạt có gu thời trang, nhưng man rợ và có áiรก dục trẻ em.","['Tội phạm', 'Chính kịch', 'Giật gân']","['Hoa Kỳ', 'Pháp']"
220,My Blue Heaven,1990,"['Comedy', 'Crime']",6.2,"An all too uptight FBI agent must protect a larger than life mobster with a heart of gold, currently under witness protection in the suburbs.","['Steve Martin', 'Rick Moranis', 'Joan Cusack', 'Melanie Mayron', 'Bill Irwin']",['Herbert Ross'],['United States'],"Một đặc vụ FBI quá nghiêm khắc phải bảo vệ một tội phạm mafia sống lớn lao với trái tim đầy tình yêu, hiện đang được bảo vệ nhân chứng trong vùng ngoại ô.","['Hài', 'Tội phạm']",['Hoa Kỳ']
221,One Hundred and One Dalmatians,1961,"['Animation', 'Adventure', 'Comedy', 'Family']",7.3,"When a litter of Dalmatian puppies are abducted by the minions of Cruella De Vil, the owners must find them before she uses them for a diabolical fashion statement.","['Rod Taylor', ""J. Pat O'Malley"", 'Betty Lou Gerson', 'Martha Wentworth', 'Ben Wright']","['Clyde Geronimi', 'Hamilton Luske', 'Wolfgang Reitherman']",['United States'],"Khi một lứa chó dalmati bị bắt cóc bởi bộ hạ của Cruella de Vil, chủ nhân phải tìm họ trước khi cô sử dụng chúng cho một tuyên bố thời trang tàn ác.","['Hoạt hình', 'Phiêu lưu', 'Hài', 'Gia đình']",['Hoa Kỳ']
222,Thunderball,1965,"['Action', 'Adventure', 'Thriller']",6.9,James Bond heads to the Bahamas to recover two nuclear warheads stolen by S.P.E.C.T.R.E. Agent Emilio Largo in an international extortion scheme.,"['Sean Connery', 'Claudine Auger', 'Adolfo Celi', 'Luciana Paluzzi', 'Rik Van Nutter']",['Terence Young'],['United Kingdom'],James Bond sẽ đi đếnBahamas để hồi phục hai đầu đạn hạt nhân bị bắt cóc bởi Người lẻ tò vêEmilio Largo trong một cuộc bóc lột quốc tế.,"['Hành động', 'Phiêu lưu', 'Giật gân']",['Vương quốc Anh']
223,Ghost in the Shell,1995,"['Animation', 'Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",7.9,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,"['Atsuko Tanaka', 'Akio Ôtsuka', 'Kôichi Yamadera', 'Yutaka Nakano', 'Tamio Ôki']",['Mamoru Oshii'],"['Japan', 'United Kingdom']",Một cảnh sát máy tính được tích hợp thêm bộ phận cơ thể và đối tác của cô ấy đang săn một tội phạm mạng bí ẩn và quyền lực lớn được gọi là Người Chủ Sáng Tạo.,"['Hoạt hình', 'Hành động', 'Tội phạm', 'Chính kịch', 'Bí ẩn', 'Khoa học viễn tưởng', 'Giật gân']","['Nhật Bản', 'Vương quốc Anh']"
224,The Last Picture Show,1971,"['Drama', 'Romance']",8.0,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.","['Timothy Bottoms', 'Jeff Bridges', 'Cybill Shepherd', 'Ben Johnson', 'Cloris Leachman']",['Peter Bogdanovich'],['United States'],"Năm 1951, một nhóm học sinh trung học bước vào tuổi trưởng thành trong thị trấn Bắc Texas xa xôi, kiệt quệ và đang chết dần, cả về mặt văn hóa lẫn kinh tế.","['Chính kịch', 'Lãng mạn']",['Hoa Kỳ']
225,Pet Sematary,1989,"['Fantasy', 'Horror', 'Thriller']",6.5,"After tragedy strikes, a grieving father discovers an ancient burial ground behind his home with the power to raise the dead.","['Dale Midkiff', 'Fred Gwynne', 'Denise Crosby', 'Brad Greenquist', 'Michael Lombard']",['Mary Lambert'],['United States'],"Sau khi có một thảm kịch, cha đau khổ đã phát hiện ra một nghĩa địa cổ đại ở phía sau ngôi nhà của mình với khả năng hồi sinh người chết.","['Giả tưởng', 'Kinh dị', 'Giật gân']",['Hoa Kỳ']
226,Hard Target,1993,"['Action', 'Crime', 'Thriller']",6.2,"A woman hires a drifter as her guide through New Orleans in search of her missing father. In the process, they discover a deadly game of cat and mouse behind his disappearance.","['Chuck Pfarrer', 'Robert Apisa', 'Arnold Vosloo', 'Lance Henriksen', 'Douglas Rye']",['John Woo'],['United States'],"Một phụ nữ thuê một người lang thang làm người dẫn đường cho mình qua New Orleans để tìm kiếm cha mất tích của cô ấy. Trong quá trình đó, họ phát hiện ra một trò chơi chết chóc của mèo và chuột đằng sau sự biến mất của ông ấy.","['Hành động', 'Tội phạm', 'Giật gân']",['Hoa Kỳ']
227,Thelma & Louise,1991,"['Adventure', 'Crime', 'Drama']",7.6,"Two best friends set out on an adventure, but it soon turns around to a terrifying escape from being hunted by the police, as these two women escape for the crimes they committed.","['Susan Sarandon', 'Geena Davis', 'Harvey Keitel', 'Michael Madsen', 'Christopher McDonald']",['Ridley Scott'],"['United States', 'United Kingdom', 'France']","Hai người bạn thân thiết quyết định đi trên một cuộc phiêu lưu, nhưng nó nhanh chóng trở thành sự thoát khỏi một cảnh truy bắt đáng sợ từ phía cảnh sát, khi hai phụ nữ này đang chạy trốn khỏi tội lỗi mà họ đã gây ra.","['Phiêu lưu', 'Tội phạm', 'Chính kịch']","['Hoa Kỳ', 'Vương quốc Anh', 'Pháp']"
228,Oxygen,1999,"['Action', 'Crime', 'Drama', 'Thriller']",6.0,Two guys kidnap the wife of a rich man and bury her in a box with 24 hours of oxygen. Tough NYPD Detective Maddy and others get the case. Will they get to her in time?,"['Maura Tierney', 'Adrien Brody', 'James Naughton', 'Laila Robins', 'Terry Kinney']",['Richard Shepard'],['United States'],Hai chàng trai bắt cóp vợ của một người giàu có và chôn cô ấy trong hộp với oxy 24 giờ. Thám tử NYPD cứng rắn Maddy và những người khác nhận vụ việc này. Họ có thể tìm thấy cô trước khi hết thời gian không?,"['Hành động', 'Tội phạm', 'Chính kịch', 'Giật gân']",['Hoa Kỳ']
